beer_name,beer_type,beer_abv,beer_ibu,rating_score,global_rating_score,photo_url
Raging Bitch,IPA - Belgian,8.3,60,4.0,3.65,https://untappd.s3.amazonaws.com/photo/2015_03_20/8f934ff57bfe3b8d17a7f4d0d601b59b_raw.jpg
Big Job,IPA - Imperial / Double,7.2,0,4.5,3.69,https://untappd.s3.amazonaws.com/photo/2015_03_20/bd28aa19c70931a423fe836ea7f7271b_raw.jpg
Tecate,Lager - American,4.5,14,2.0,2.81,https://untappd.s3.amazonaws.com/photo/2015_03_20/7e43cf67c92aa1a03f290ec709c4114c_raw.jpg
Spaceman,IPA - American,7.0,70,3.5,3.76,https://untappd.s3.amazonaws.com/photo/2015_03_21/af021267c4a537a562a73e0314fcbec3_raw.jpg
Alice The Dog,IPA - American,7.5,75,4.0,3.66,https://untappd.s3.amazonaws.com/photo/2015_03_21/ce9cfbc593a2b79f99b7b2a1fe98bdd8_raw.jpg
Goudenband,Sour - Flanders Oud Bruin,8.0,8,3.0,3.75,https://untappd.s3.amazonaws.com/photo/2015_03_21/fdf1195e7b806e6c4cd530313688c1ad_raw.jpg
ReAle Extra,IPA - American,6.4,75,4.5,3.71,https://untappd.s3.amazonaws.com/photo/2015_03_21/12787ce041bd868d0755750b3ee2bb6e_raw.jpg
IPA,IPA - Belgian,6.5,60,4.0,3.59,https://untappd.s3.amazonaws.com/photo/2015_03_22/02a896bee4d15bdf6eb8611b703bbd60_raw.jpg
Punk IPA,IPA - American,5.2,35,3.5,3.75,https://untappd.s3.amazonaws.com/photo/2015_03_22/aafb5f48f5c231daf9275ff20440d8ed_raw.jpg
Hop Fiction,Pale Ale - American,5.4,40,3.5,3.62,https://untappd.s3.amazonaws.com/photo/2015_03_22/714046c9019f5ea879c8500e42cdc30f_raw.jpg
Hard Cider Sweet / Sidra Dulce,Cider - Sweet,4.1,0,1.5,3.0,https://untappd.s3.amazonaws.com/photo/2015_03_24/ae167c7d051be682f567bffbec8a690b_raw.jpg
Black Shark,IPA - Imperial / Double Black,8.5,120,3.5,3.55,https://untappd.s3.amazonaws.com/photo/2015_03_27/fdcebe54f0e5157752fbc50320e0da94_raw.jpg
Estrella Madrid,Lager - Euro Pale,5.0,0,3.0,2.61,https://untappd.s3.amazonaws.com/photo/2015_03_28/d78acf9a742a5f57c380081e9be03f2c_raw.jpg
Malasaña Lager,Lager - Pale,5.0,0,4.0,3.13,https://untappd.s3.amazonaws.com/photo/2015_03_29/474f91c63640a36581ccf729d3766997_raw.jpg
Kadabra IPA,IPA - English,6.5,35,3.0,3.07,https://untappd.s3.amazonaws.com/photo/2015_03_29/615c8c03a83551cec918c61512f61d1d_raw.jpg
Akira,Pale Ale - American,5.5,27,3.0,3.28,https://untappd.s3.amazonaws.com/photo/2015_03_29/599523a08348b5a464768b6b1657002f_raw.jpg
Jamonera,Red Ale - American Amber / Red,5.0,20,5.0,3.22,https://untappd.s3.amazonaws.com/photo/2015_03_29/6babf47d81dc7454295d3f57351174bb_raw.jpg
Special Bitter,English Bitter,6.2,70,2.0,3.26,https://untappd.s3.amazonaws.com/photo/2015_03_31/87bc2784a86fd4926d62c953f607d3aa_raw.jpg
Devil's DIPA,IPA - Imperial / Double,8.0,100,2.0,3.48,https://untappd.s3.amazonaws.com/photo/2015_03_31/175e16e63f24a1819e654c4d77f5cb48_raw.jpg
Sevilla,Wheat Beer - Witbier,4.6,0,3.0,3.02,https://untappd.s3.amazonaws.com/photo/2015_03_31/ecf42b9e39a9848ef67ba5dc4058c9e7_raw.jpg
Europa,Pale Ale - English,6.5,0,4.0,3.34,https://untappd.s3.amazonaws.com/photo/2015_04_01/b321063aeefa425fd1d5ef5ef9a55576_raw.jpg
Toledo Lager,Lager - Pale,4.8,30,4.5,3.22,https://untappd.s3.amazonaws.com/photo/2015_04_02/9a1f3c7e7aa5ec002135fa13d91a8632_raw.jpg
Regia,Pale Ale - English,4.8,25,3.5,3.22,https://untappd.s3.amazonaws.com/photo/2015_04_05/e2579a9fd55292bfe591fe06c83809f0_raw.jpg
Weizenbier ,Hefeweizen,7.2,40,2.5,3.46,0
Hørny Pilsner (Høppy Pilsner),Pilsner - Other,5.2,42,3.5,3.62,0
Torpedo Extra IPA,IPA - American,7.2,65,4.0,3.73,https://untappd.s3.amazonaws.com/photo/2015_04_09/83a78ebe0143bae503ac3a457f6e6d50_raw.jpg
EX 1 IPA Seve-Boris,IPA - American,7.0,80,3.5,3.73,0
Aurea,IPA - International,5.4,30,3.5,3.51,https://untappd.s3.amazonaws.com/photo/2015_04_10/2eae35ecce86bad1b387758c48210c36_raw.jpg
Summa,Scotch Ale / Wee Heavy,7.2,20,3.0,3.39,https://untappd.s3.amazonaws.com/photo/2015_04_10/8d25a8a0d67a68513d269238cb5ef512_raw.jpg
Greco,Spiced / Herbed Beer,8.2,0,3.5,3.5,https://untappd.s3.amazonaws.com/photo/2015_04_11/8bbaa22a44f720177fb346eeeccabd05_raw.jpg
2.0,Pale Ale - American,4.0,45,3.5,3.25,https://untappd.s3.amazonaws.com/photo/2015_04_13/ea09beea485bdafd138333499d99eec7_raw.jpg
Sanfrutos Especial,Red Ale - Other,6.5,0,1.5,3.45,https://untappd.s3.amazonaws.com/photo/2015_04_13/e7d259ffffd4808cf3255c8f30f7fef7_raw.jpg
La Forte / Doppio Malto,Strong Ale - Other,7.0,0,3.0,3.15,https://untappd.s3.amazonaws.com/photo/2015_04_16/554e036787b5b3d670880978c56498c7_raw.jpg
Menabrea Bionda,Lager - Pale,4.8,20,3.5,3.21,https://untappd.s3.amazonaws.com/photo/2015_04_16/7e4893d2385e367879c4492e055172de_raw.jpg
Raquera,Pilsner - Other,5.0,25,3.5,3.32,https://untappd.s3.amazonaws.com/photo/2015_04_18/163b7333b248d7092ef7f0e5dfc9e544_raw.jpg
Lovebeer,Hefeweizen,5.2,29,0.5,3.55,https://untappd.s3.amazonaws.com/photo/2015_04_21/09182ade037716c1d6a50f053beeb602_raw.jpg
Black IPA,IPA - Black / Cascadian Dark Ale,6.0,55,4.0,3.82,0
Bitter,English Bitter,4.5,43,4.0,3.52,0
Pauwel Kwak,Pale Ale - Belgian,8.4,20,4.0,3.79,https://untappd.s3.amazonaws.com/photo/2015_04_23/92f42b8203cc6786811ab5ce183a27db_raw.jpg
EPA!,Pale Ale - American,5.2,40,3.5,3.46,https://untappd.s3.amazonaws.com/photo/2015_04_23/5a59eac054069589d581428dbdf2424c_raw.jpg
IPA 3,IPA - American,6.8,75,3.0,3.61,https://untappd.s3.amazonaws.com/photo/2015_04_23/e4a576f49a60a51f5a2a46fe4e47a231_raw.jpg
Brutus,Lager - American Amber / Red,6.0,35,3.5,3.35,https://untappd.s3.amazonaws.com/photo/2015_04_26/8aaef61981f8a64bcb388a86c0aa6c80_raw.jpg
PK 1895,Belgian Strong Dark Ale,8.5,27,3.5,3.44,0
Papaya Rye,IPA - Imperial / Double,9.0,72,4.0,3.78,https://untappd.s3.amazonaws.com/photo/2015_04_26/f340940839c9ad178af6bbc3706d9044_raw.jpg
Django,Brown Ale - American,7.0,0,3.5,3.63,https://untappd.s3.amazonaws.com/photo/2015_04_26/b378445c3617eafa281c78c6e37d76c1_raw.jpg
Quiet Riot,Pale Ale - New Zealand,6.6,90,3.0,3.65,0
PK 1895,Belgian Strong Dark Ale,8.5,27,3.0,3.44,0
Burge Meester Special,Pilsner - Other,5.6,0,1.0,2.32,https://untappd.s3.amazonaws.com/photo/2015_04_30/40754078f9b3a67e67a49915701680f1_raw.jpg
Burge Meester,Pilsner - Other,4.8,0,1.5,2.53,0
Abril,Specialty Grain,6.0,0,3.0,3.59,https://untappd.s3.amazonaws.com/photo/2015_05_14/e3a77c4706264ed09105c27c81986a57_raw.jpg
15 Hours Session IPA - Nelson Sauvin,IPA - Session / India Session Ale,4.8,50,3.5,3.66,https://untappd.s3.amazonaws.com/photo/2015_05_14/939cf0bc77c89cc73203399ef46c0a09_raw.jpg
Eternal Sunshine,IPA - American,5.5,55,3.0,3.32,https://untappd.s3.amazonaws.com/photo/2015_05_14/02fbc405a3b0c02191f3e9516dfa316b_raw.jpg
"Peter, Pale and Mary",Pale Ale - American,4.6,0,4.0,3.62,https://untappd.s3.amazonaws.com/photo/2015_05_14/aea5634d044703dfcf02d358e196b138_raw.jpg
Rubia,Pale Ale - American,4.7,0,3.5,2.73,https://untappd.s3.amazonaws.com/photo/2015_05_16/84f9f8eac0ea2ce597c116e73753d61e_raw.jpg
Pale Ale,Pale Ale - English,5.0,30,3.0,3.17,https://untappd.s3.amazonaws.com/photo/2015_05_16/b842417980c25dab88b4917ce964e9da_raw.jpg
Amstel Oro,Lager - Euro Dark,6.2,0,0.5,2.99,https://untappd.s3.amazonaws.com/photo/2015_05_22/4a6cb919e3580cf106002097ade05b4e_raw.jpg
Chelita,Specialty Grain,4.5,0,4.0,2.69,https://untappd.s3.amazonaws.com/photo/2015_05_22/da50ab16ddc8ac8e3eed2f51c3796d9e_raw.jpg
Chañar,Fruit Beer,6.5,24,2.0,3.42,https://untappd.s3.amazonaws.com/photo/2015_05_24/4340748cf9a73a81b1159f69787d4270_raw.jpg
Lager,Lager - Euro Pale,5.2,0,3.5,2.94,https://untappd.s3.amazonaws.com/photo/2015_05_26/8c4acd9e003ce7174958faeaca55f527_raw.jpg
Tropical Explorers,Pale Ale - American,5.2,30,4.0,3.5,https://untappd.s3.amazonaws.com/photo/2015_05_26/f2ee51bd2af1c63047b38b5d79f8c63c_raw.jpg
Big Beñat (Cerveza Solidaria),Farmhouse Ale - Saison,6.0,28,2.0,3.52,https://untappd.s3.amazonaws.com/photo/2015_05_28/c6423d126424da6189fd193a6e815cdb_raw.jpg
Heisenbierg,IPA - Imperial / Double,8.0,80,3.0,3.67,https://untappd.s3.amazonaws.com/photo/2015_06_08/1801a5dd84cea2ed69bec2aff76cfded_raw.jpg
Boise,IPA - American,6.4,68,3.5,3.57,https://untappd.s3.amazonaws.com/photo/2015_06_11/70555ac73556d5c450c20473a0b45cd7_raw.jpg
Left Of The Dial IPA,IPA - Session / India Session Ale,4.3,0,3.5,3.69,https://untappd.s3.amazonaws.com/photo/2015_06_12/4b8e1a6d38790cf2e6176f1cc47021c8_raw.jpg
Diaguitas #33 Single Hop Cascade,Pale Ale - American,7.0,45,4.0,3.76,https://untappd.s3.amazonaws.com/photo/2015_06_12/ecacd7011127e32be8de4d1d2f024e8c_raw.jpg
WIPA,IPA - White,6.5,72,3.5,3.62,https://untappd.s3.amazonaws.com/photo/2015_06_12/5abd846634f116c6bec2eedc992ffbc8_raw.jpg
Cobra,IPA - Imperial / Double,8.0,90,3.5,3.68,https://untappd.s3.amazonaws.com/photo/2015_06_12/bbaad4796b95597bf8de88a9e33a19bb_raw.jpg
Libertine Black Ale,IPA - Black / Cascadian Dark Ale,7.2,65,4.0,3.8,https://untappd.s3.amazonaws.com/photo/2015_06_12/b2b0def118e706f217a6bbc39d338460_raw.jpg
Ayinger Urweisse,Dunkelweizen,5.8,13,4.5,3.75,https://untappd.s3.amazonaws.com/photo/2015_06_14/e37ae4b15116e5e6ed1fad7992d5a171_raw.jpg
Single Hop Ale,Blonde Ale,4.8,28,4.5,3.27,https://untappd.s3.amazonaws.com/photo/2015_06_15/371dbcf80d3d8fd714a82c31036436f2_raw.jpg
India Pale Weizen,Hefeweizen,6.2,50,4.0,3.62,https://untappd.s3.amazonaws.com/photo/2015_06_15/e09ad12dc97c9f22ddb6b40b183dc230_raw.jpg
High Hops 6,IPA - American,6.0,45,4.5,3.52,https://untappd.s3.amazonaws.com/photo/2015_06_15/deeeec54b1a63eea7943d7acc974e054_raw.jpg
La Bierataise Blonde,Blonde Ale,0.0,0,3.5,3.15,https://untappd.s3.amazonaws.com/photo/2015_06_20/9869ea34f139898689766b1f60eb82ca_raw.jpg
Stary Melnik Iz Bochonka Myagkoe (Старый Мельник Из Бочонка Мягкое),Lager - Euro Pale,4.3,0,3.75,2.62,https://untappd.s3.amazonaws.com/photo/2015_07_04/2fccc21ec64f435c79acc1a327d483f5_raw.jpg
Presidente,Pilsner - Other,5.0,0,3.0,2.98,https://untappd.s3.amazonaws.com/photo/2015_07_07/bd3b19b2235e1e2848eca9014cce9c76_raw.jpg
Lvivske 1715 (Львівське 1715),Lager - Euro Pale,4.7,0,2.75,3.0,https://untappd.s3.amazonaws.com/photo/2015_07_11/aaf1509fe59d3ce9064467ce43ddc0d9_raw.jpg
Tatra,Lager - Euro Pale,6.0,0,2.5,2.93,https://untappd.s3.amazonaws.com/photo/2015_07_11/cb9d2a77275edcb98cd3b4bd21cabebc_raw.jpg
Van Pur Premium,Lager - Pale,5.0,0,0.75,2.81,https://untappd.s3.amazonaws.com/photo/2015_07_17/58ebd2059da2d6aee8bae1a8ba933d7d_raw.jpg
Karpackie Premium,Lager - Euro Pale,5.0,0,2.0,2.82,https://untappd.s3.amazonaws.com/photo/2015_07_17/1b068d8507b79d5e9105481b99b75a99_raw.jpg
Citrus Mistress IPA,IPA - American,6.5,80,4.25,3.73,https://untappd.s3.amazonaws.com/photo/2015_07_17/1df70efabbb64e638579691a81a345c0_raw.jpg
SexTape,Farmhouse Ale - Saison,4.8,0,2.75,3.28,0
Trigo ,Hefeweizen,5.5,0,1.0,3.26,0
Everyday IPA,IPA - Session / India Session Ale,4.6,70,4.25,3.47,0
Deception Session IPA,IPA - Session / India Session Ale,5.0,70,3.75,3.62,0
Cerveja Cristal,Pilsner - Other,5.1,0,2.5,2.62,https://untappd.s3.amazonaws.com/photo/2015_07_24/c2a87002f7db028444e7cdcb791b746e_raw.jpg
Alpha Centauri Binary IPA,IPA - Imperial / Double,9.0,100,3.5,3.9,https://untappd.s3.amazonaws.com/photo/2015_07_25/d62f631be81463213b4ec090897e90f0_raw.jpg
Patxi Hopman,IPA - American,6.8,75,3.25,3.58,https://untappd.s3.amazonaws.com/photo/2015_07_29/7c8f1b224a22a44f822fe0be49a7775b_raw.jpg
Proxima IPA,IPA - American,6.3,70,3.5,3.71,https://untappd.s3.amazonaws.com/photo/2015_07_29/326ec8e871304bcd08abe395e5df1c43_raw.jpg
Gamma,Golden Ale,4.8,0,4.25,3.11,https://untappd.s3.amazonaws.com/photo/2015_07_29/69afb8ccc8bfd8a17c4858d7c419db79_raw.jpg
IPA,IPA - American,6.1,94,4.5,3.65,0
Hoppin' To Heaven IPA,IPA - American,6.8,68,4.25,3.72,https://untappd.s3.amazonaws.com/photo/2015_07_29/5486fbf3dcfe73d5c1bfd6a62716d7e6_raw.jpg
BrevArt,Pale Ale - American,6.0,0,5.0,3.73,https://untappd.s3.amazonaws.com/photo/2015_07_29/28683d16477a758d468b36fca49391d8_raw.jpg
Shizun,Farmhouse Ale - Saison,6.5,29,1.5,3.44,https://untappd.s3.amazonaws.com/photo/2015_07_29/736cbf1d7284ed80dfa65a833e44b74b_raw.jpg
942 IPA,IPA - American,7.0,51,4.5,3.81,0
Bryce Ale Dry Hopped Edition (2015),Red Ale - Imperial / Double,7.5,55,3.75,3.47,https://untappd.s3.amazonaws.com/photo/2015_07_29/aae9fb8518374a5c41ed9864a3b14ffc_raw.jpg
Hopportunity Knocks,IPA - American,6.8,100,3.75,3.57,https://untappd.s3.amazonaws.com/photo/2015_08_01/3d7f5e5ed122560232ce48556898393a_raw.jpg
Yellow Wolf Imperial IPA,IPA - Imperial / Double,8.2,103,4.25,3.74,https://untappd.s3.amazonaws.com/photo/2015_08_01/11e358fcd32278a1b1ec85815cb17a13_raw.jpg
Sunset,IPA - Session / India Session Ale,4.2,55,4.5,3.62,https://untappd.s3.amazonaws.com/photo/2015_08_01/5f43b30802dd69ee673f4712a81e4413_raw.jpg
Kåååd,IPA - American,6.0,60,4.25,3.73,https://untappd.s3.amazonaws.com/photo/2015_08_01/72c2b4f2181058e2c9dc3bdad1c8fa87_raw.jpg
Wild Boar,IPA - American,5.7,0,4.0,3.62,https://untappd.s3.amazonaws.com/photo/2015_08_06/d4c2fc9146552015daa398ffcfdf10be_raw.jpg
Brooklyn Summer Ale,Pale Ale - English,5.0,18,4.25,3.45,https://untappd.s3.amazonaws.com/photo/2015_08_06/632ccaf811e5a4c01642f5444d57cc2e_raw.jpg
Hørny Pilsner (Høppy Pilsner),Pilsner - Other,5.2,42,4.25,3.62,0
Hop Juice,IPA - Triple,10.0,100,3.25,3.73,0
Islander IPA,IPA - American,7.0,65,4.25,3.65,0
They Come From Amber,Red Ale - American Amber / Red,6.7,70,3.75,3.6,0
Bible Belt,Stout - Imperial / Double,13.0,65,4.0,4.26,0
Imperialist,Pilsner - Imperial / Double,8.5,41,4.0,3.57,0
Ani,Barleywine - American,14.0,0,4.25,4.18,0
Veraniega,Pale Ale - International,5.5,30,3.5,3.46,https://untappd.s3.amazonaws.com/photo/2015_08_14/cf276c56f1da21e2199b9871977c00c6_raw.jpg
Pale Ale,Pale Ale - English,4.5,29,3.75,3.15,https://untappd.s3.amazonaws.com/photo/2015_08_15/09cc9f9a151f4ef60880717c86f78ff1_raw.jpg
La Granja De Goose,Pale Ale - English,4.5,28,2.75,3.22,https://untappd.s3.amazonaws.com/photo/2015_08_15/9e71dbf8562ef89febbc0c03f145aec1_raw.jpg
India Pale Ale / London IPA,IPA - English,7.4,65,4.0,3.38,https://untappd.s3.amazonaws.com/photo/2015_08_16/ed0247e3211eb6e9d10f4b312a57b5b7_raw.jpg
Veltins Pilsener,Pilsner - German,4.8,30,4.0,3.16,https://untappd.s3.amazonaws.com/photo/2015_08_16/d669834cec2bd4973bc447cae77288d1_raw.jpg
G de Goudale Grand Cru - Citra & Amarillo (2014),Belgian Strong Golden Ale,7.9,27,3.5,3.49,https://untappd.s3.amazonaws.com/photo/2015_08_16/3e72bee200212ce9ae780ac8bceb11d8_raw.jpg
HORAL's Oude Geuze Mega Blend 2015,Lambic - Gueuze,7.0,0,3.75,4.21,https://untappd.s3.amazonaws.com/photo/2015_08_19/c1b25ecda21c0387b8b8d84ded76a7a0_raw.jpg
Isleña,Kölsch,4.8,0,2.0,2.69,https://untappd.s3.amazonaws.com/photo/2015_08_21/db504eadb8ddac2525be8e393d551a2a_raw.jpg
Costa Oeste,IPA - Imperial / Double,9.0,150,3.0,3.8,https://untappd.s3.amazonaws.com/photo/2015_08_21/5b40f20ef838ff0eb2568fa0183b1f58_raw.jpg
Alpha,Pale Ale - American,5.2,0,3.75,3.09,https://untappd.s3.amazonaws.com/photo/2015_08_21/9cace1337f1f10bafc05f26abe177dfd_raw.jpg
Trestles IPA,IPA - American,6.8,59,4.0,3.52,https://untappd.s3.amazonaws.com/photo/2015_08_21/91da386f50040fc9d9ba2953b4e017aa_raw.jpg
Brooklyn Sorachi Ace,Farmhouse Ale - Saison,7.2,34,4.0,3.63,https://untappd.s3.amazonaws.com/photo/2015_08_21/141252591118431b90251257a66cbae2_raw.jpg
Polar Pilsen,Pilsner - Other,4.5,0,2.25,2.92,https://untappd.s3.amazonaws.com/photo/2015_08_21/91acaa547918cf333f65f2be5fab56aa_raw.jpg
Especial,Brown Ale - American,4.5,0,3.25,3.02,https://untappd.s3.amazonaws.com/photo/2015_08_25/18c651d46649eb3e48c31984aa834fbc_raw.jpg
Andaluza Pale Ale,Pale Ale - Belgian,4.5,26,3.0,3.01,0
Special Bitter,Extra Special / Strong Bitter,5.8,35,3.25,2.94,https://untappd.s3.amazonaws.com/photo/2015_08_27/a7c674a018a816fd0bc433b733cbd16d_raw.jpg
Pale Ale,Pale Ale - American,4.2,30,2.75,3.19,https://untappd.s3.amazonaws.com/photo/2015_08_27/d70a272fd521add064c3234a5b34b9a9_raw.jpg
Pilsen 11520,Pilsner - Other,5.5,24,3.0,3.28,https://untappd.s3.amazonaws.com/photo/2015_09_08/74d9ea455ea1d148a0a16a960bb6b45e_raw.jpg
Dog's Nose Spiced Gin,Spiced / Herbed Beer,4.8,0,2.25,2.66,https://untappd.s3.amazonaws.com/photo/2015_09_25/3a15bf76a719cfd8c6246268fc1b1881_raw.jpg
Shandy,Shandy / Radler,0.9,0,1.5,2.38,https://untappd.s3.amazonaws.com/photo/2015_09_25/cd0a37be0c225ea96d1cdbd995a2b497_raw.jpg
Jack Hammer,IPA - American,7.2,250,5.0,3.81,https://untappd.s3.amazonaws.com/photo/2015_09_25/334be30df86f6bec06c64e7bdcc5a20f_raw.jpg
Hello My Name Is Little Ingrid,IPA - American,4.4,60,3.5,3.57,https://untappd.s3.amazonaws.com/photo/2015_09_25/74fb91ecc3051f116e5a53f2fdd3049c_raw.jpg
Brooklyn East IPA,IPA - English,6.9,47,4.0,3.51,0
Deception Session IPA,IPA - Session / India Session Ale,5.0,70,4.0,3.62,0
Snake Dog IPA,IPA - American,7.1,60,4.0,3.6,0
Snake Dog IPA,IPA - American,7.1,60,4.25,3.6,https://untappd.s3.amazonaws.com/photo/2015_09_25/0ce9f282bec2de663b4bb7e21d9bd75a_raw.jpg
Vihop 1 Any IPA,IPA - American,6.9,60,3.5,3.79,https://untappd.s3.amazonaws.com/photo/2015_09_25/32866f271c51b82850306e055573342d_raw.jpg
Terapia IPA ,IPA - American,7.0,54,2.75,3.58,https://untappd.s3.amazonaws.com/photo/2015_09_26/c071ba2b94f880a8769848d2fa3d540e_raw.jpg
Blanche de Bruxelles,Wheat Beer - Witbier,4.5,18,1.75,3.57,https://untappd.s3.amazonaws.com/photo/2015_09_26/d9293b7fc2fafe85857d160b0a2482c2_raw.jpg
Happy Otter,Pale Ale - American,5.6,40,4.0,3.8,https://untappd.s3.amazonaws.com/photo/2015_09_26/7754cf2e844f83dd6b89498e46078918_raw.jpg
Hofbräu Oktoberfestbier,Festbier,6.3,26,3.25,3.59,https://untappd.s3.amazonaws.com/photo/2015_09_29/ea3360faebb20669534673a52ea4784b_raw.jpg
Liquid Mistress,IPA - Red,5.8,0,3.75,3.63,https://untappd.s3.amazonaws.com/photo/2015_10_02/81fa4e495748f5e64a4b57e4b2aff629_raw.jpg
Operation Vacation,Pale Ale - American,5.5,35,3.5,3.51,https://untappd.s3.amazonaws.com/photo/2015_10_03/a33c59ad624e1932d0bc90c6352abbb7_raw.jpg
Jack Brand Innovation,IPA - American,6.7,0,1.5,3.45,https://untappd.s3.amazonaws.com/photo/2015_10_03/410c07ca3321efde1bbd56990c90e605_raw.jpg
Spaten Oktoberfest Ur-Märzen / Winter,Märzen,5.9,23,3.5,3.64,https://untappd.s3.amazonaws.com/photo/2015_10_07/d53e79f954d566e5a7ffd2280baf4d18_raw.jpg
Pale Ale,Pale Ale - American,5.6,38,4.0,3.64,https://untappd.s3.amazonaws.com/photo/2015_10_09/3161d7a2377fda5866b166f6ede6c5c2_raw.jpg
Aker,IPA - American,6.0,70,4.0,3.71,https://untappd.s3.amazonaws.com/photo/2015_10_10/f30718b70b5046359d232e5eb47553cf_raw.jpg
1349 Pale Ale,Pale Ale - American,6.66,0,4.0,3.71,https://untappd.s3.amazonaws.com/photo/2015_10_10/bfc5b43ef81ec9000330b5d4bc9ada22_raw.jpg
Hite,Lager - American,4.3,0,3.0,2.76,https://untappd.s3.amazonaws.com/photo/2015_10_11/08b7173c1c0ef8cf3ef9f7227a1e7b18_raw.jpg
Hop Fiction Pale Ale,Pale Ale - American,5.2,40,4.5,3.77,https://untappd.s3.amazonaws.com/photo/2015_10_17/4620498c583a66fd59d73180bd7de14e_raw.jpg
Salem,IPA - American,5.5,42,0.75,2.99,https://untappd.s3.amazonaws.com/photo/2015_10_17/b8c2b9fb5d4c5aa441c7b3b7a1030aa9_raw.jpg
Akelarre,English Bitter,7.0,30,2.5,3.24,https://untappd.s3.amazonaws.com/photo/2015_10_17/55fadb24068c4506ab4a9bf7e7946740_raw.jpg
Mythos,Lager - Pale,5.0,17,2.0,3.01,https://untappd.s3.amazonaws.com/photo/2015_10_17/55049941f68fae85efee83a8a1cb4ec9_raw.jpg
Aliada Lager,Lager - Pale,4.9,0,0.5,2.35,https://untappd.s3.amazonaws.com/photo/2015_10_17/cf85a8f1f0be5367ab77c5aa39106811_raw.jpg
This. Is. Lager.,Pilsner - Other,4.7,40,3.0,3.28,https://untappd.s3.amazonaws.com/photo/2015_10_18/b25955c080a7fea73f6dfe85ff7a6c44_raw.jpg
Rodenbach Grand Cru,Sour - Flanders Red Ale,6.0,35,4.0,3.71,https://untappd.s3.amazonaws.com/photo/2015_10_18/c2d336308f2a5df17bb47c7a9b4cd5cc_raw.jpg
SpontanBasil,Lambic - Traditional,6.0,10,3.75,3.94,https://untappd.s3.amazonaws.com/photo/2015_10_25/b9abe4f1834253e6afb08f7f3a123e88_raw.jpg
Kadabra Belgian White,Wheat Beer - Witbier,5.0,21,3.0,3.13,https://untappd.s3.amazonaws.com/photo/2015_11_04/a17c3a6d7b81f77302cf7a1626680aa3_raw.jpg
Trigo,Hefeweizen,4.7,16,0.75,3.19,https://untappd.s3.amazonaws.com/photo/2015_11_04/a0d83f6a033fd7cb4a87e36e90b72dc5_raw.jpg
Nuclear Hop Assault,IPA - Imperial / Double,8.0,95,4.0,3.85,https://untappd.s3.amazonaws.com/photo/2015_11_04/74368beb1ddf1ea257f1f7860a5f286b_raw.jpg
Cereal Killer,IPA - Rye,6.2,50,4.5,3.59,https://untappd.s3.amazonaws.com/photo/2015_11_04/91f919b9bcb16e443496a0def5422d0c_raw.jpg
Golden Ale,Golden Ale,5.3,30,3.25,3.4,https://untappd.s3.amazonaws.com/photo/2015_11_04/767cb0f6b84a4623913cb02e8c14e17e_raw.jpg
Hard Cider Pear / Sidra con Pera,Cider - Perry,4.0,0,0.75,3.16,https://untappd.s3.amazonaws.com/photo/2015_11_04/bfb92057f31c46855e6f12af6cb07d4c_raw.jpg
19,IPA - American,6.9,0,3.75,3.83,0
Quelle,Farmhouse Ale - Other,4.1,35,4.0,3.55,0
Kriek,Lambic - Kriek,3.5,18,0.5,3.54,https://untappd.s3.amazonaws.com/photo/2015_11_07/120347b806dc18c19a612e629c8b71d7_raw.jpg
Longer White Cloud,IPA - Imperial / Double,10.2,75,4.0,3.92,https://untappd.s3.amazonaws.com/photo/2015_11_07/bdb033c83a7f73accabb7fa036bdf41b_raw.jpg
London Porter,Porter - English,5.4,37,3.25,3.69,https://untappd.s3.amazonaws.com/photo/2015_11_07/9a3593372ced0d722ad354c9005bbce7_raw.jpg
Long White Cloud,Pale Ale - New Zealand,5.4,35,4.5,3.67,https://untappd.s3.amazonaws.com/photo/2015_11_07/9a217b8956a5d584c99ae9f8fba4de10_raw.jpg
Troubadour Magma,IPA - Belgian,9.0,45,3.5,3.7,https://untappd.s3.amazonaws.com/photo/2015_11_07/eac54e30114b1f15926d4f78e0987d59_raw.jpg
König Pilsener,Pilsner - German,4.9,32,3.0,3.12,https://untappd.s3.amazonaws.com/photo/2015_11_07/c2119f9c5fe176bdb73f1bdf87d8ae91_raw.jpg
Schwaben Bräu Das Helle,Lager - Helles,5.0,0,3.25,3.25,https://untappd.s3.amazonaws.com/photo/2015_11_07/721b5befd24ba835cab9f5d69d3c950a_raw.jpg
Koshihikari Echigo Beer (こしひかり越後ビール),Lager - Japanese Rice,5.0,16,3.75,3.47,https://untappd.s3.amazonaws.com/photo/2015_11_13/56cdccaf9bca39fd24884edddcc2c3d7_raw.jpg
Abbaye d'Aulne Blonde,Belgian Blonde,6.0,20,3.5,3.34,https://untappd.s3.amazonaws.com/photo/2015_11_13/f769566e2009f402b0e2010acd1eb0dc_raw.jpg
Cucapá Runaway IPA,IPA - American,7.5,70,4.25,3.39,https://untappd.s3.amazonaws.com/photo/2015_11_14/7e2d3980abe2d022dd8f8ca7c4e61c5a_raw.jpg
Cucapá Chupacabras Pale Ale,Pale Ale - American,5.8,45,3.5,3.33,https://untappd.s3.amazonaws.com/photo/2015_11_14/a93c624af5bb2b58890b5809d8b6f936_raw.jpg
