beer_name,beer_type,beer_abv,beer_ibu,rating_score,global_rating_score,photo_url
Sweet Duckadam,Pilsner - Other,5.4,0,2.5,3.33,https://untappd.s3.amazonaws.com/photo/2017_11_09/cda8317d7c148eee823305202c3c80fd_raw.jpg
Gose Margarita,Sour - Fruited Gose,3.2,14,3.5,3.53,0
Raspberry Sour,Sour - Fruited Berliner Weisse,4.4,3,5.0,3.65,https://untappd.s3.amazonaws.com/photo/2017_11_10/4261b50aa1af300fd2089d08f36bfb72_raw.jpg
Hoppy,IPA - American,6.2,30,3.25,3.54,https://untappd.s3.amazonaws.com/photo/2017_11_10/c064cdf03e373328f45b12157474e935_raw.jpg
Aestate,Pale Ale - American,5.6,38,3.75,3.6,https://untappd.s3.amazonaws.com/photo/2017_11_11/24ccbfa87eede0dd80b02a02203c2d16_raw.jpg
Indian Tribute,IPA - American,6.6,60,2.5,3.58,https://untappd.s3.amazonaws.com/photo/2017_11_11/e3a5fa62338e0359c6808e740a178c20_raw.jpg
Stone the Crows IPA,IPA - New England,6.5,0,3.75,3.83,https://untappd.s3.amazonaws.com/photo/2017_11_11/6f17116d90da2b83805dec10b76e9acc_raw.jpg
Almost Kriek,Fruit Beer,5.0,0,3.75,3.65,https://untappd.s3.amazonaws.com/photo/2017_11_11/bff106d9196da18b247a1dc3ce4850ea_raw.jpg
Nara,Pale Ale - American,6.0,34,3.0,3.52,0
Berliner Guais,Sour - Berliner Weisse,1.8,0,3.5,2.88,https://untappd.s3.amazonaws.com/photo/2017_11_12/7cec30d59b3b8ce362bf249f64400679_raw.jpg
Cowboys From Hops,IPA - Imperial / Double,8.1,180,4.75,3.75,https://untappd.s3.amazonaws.com/photo/2017_11_13/aa2fc2a12a49f11cb880e9376074caa8_raw.jpg
Malinche Edición Fuego,Spiced / Herbed Beer,4.7,0,3.0,3.15,https://untappd.s3.amazonaws.com/photo/2017_11_13/2d5744b549cd0291d5c459409cbd7e37_raw.jpg
Red IPA,IPA - Red,7.0,0,3.75,3.63,https://untappd.s3.amazonaws.com/photo/2017_11_19/7afdc6b351f145a231d854330512dd71_raw.jpg
Blueberry Sour,Fruit Beer,6.2,3,4.0,3.85,https://untappd.s3.amazonaws.com/photo/2017_11_19/56aa9f82bc212b8392a360e6c4d7704f_raw.jpg
Galactic Nuts,Stout - Imperial / Double,9.0,0,5.0,3.98,https://untappd.s3.amazonaws.com/photo/2017_11_19/5920527ff4815cfccfeb508e73256577_raw.jpg
15 Hours Amarillo,IPA - Session / India Session Ale,4.7,55,4.0,3.68,0
God Save the Hoppy (Gluten Free),Gluten-Free,5.9,35,3.75,3.52,0
Budweiser Budvar B:DARK / Czechvar B:DARK,Lager - Euro Dark,4.7,24,2.75,3.3,https://untappd.s3.amazonaws.com/photo/2017_11_25/f9fa7dedbfc56c1f0d2d40454fd9c160_raw.jpg
Jakehead,IPA - American,6.3,0,4.0,3.88,https://untappd.s3.amazonaws.com/photo/2017_11_25/9dfb4f03a0abfff9329068d37ab63985_raw.jpg
Aotearoa,Pilsner - Other,5.4,45,4.0,3.74,https://untappd.s3.amazonaws.com/photo/2017_11_25/dd19cc10f386dd678bc42bbb19fcee48_raw.jpg
2017 Project Barista: CapHeine,Sour - Other,6.2,0,3.5,3.73,https://untappd.s3.amazonaws.com/photo/2017_11_25/a4aeac8908a779608f2efb69607bac2a_raw.jpg
Extra Dry,Farmhouse Ale - Saison,4.2,0,4.5,3.59,https://untappd.s3.amazonaws.com/photo/2017_11_25/3fe62391431a7240266743c5948f71d8_raw.jpg
Ramon & Rosa's Big Banana,Stout - Imperial / Double,8.7,32,3.75,3.6,https://untappd.s3.amazonaws.com/photo/2017_11_25/c955f842d919e4e930b0d7e92cfd9e6c_raw.jpg
70K,Stout - Imperial / Double Milk,13.1,48,5.0,4.24,https://untappd.s3.amazonaws.com/photo/2017_11_25/6fa8503271c780b29d4a9bbcf1746b49_raw.jpg
The Walking Duck,IPA - New England,5.5,0,3.75,3.58,0
Tipopils,Pilsner - Other,5.2,0,3.5,3.57,0
Asteroid 56013,IPA - American,6.6,70,4.25,3.72,https://untappd.s3.amazonaws.com/photo/2017_11_27/2e2303c5e8be1f3e21e8d3341ba53aa6_raw.jpg
Klanbarrique Wildekind,Farmhouse Ale - Saison,7.7,0,3.75,3.71,https://untappd.s3.amazonaws.com/photo/2017_11_27/2f4e2ad3e98af61a459ebbb06bcdb482_raw.jpg
McFarland Traditional Red,Red Ale - Irish,5.6,0,2.5,3.11,https://untappd.s3.amazonaws.com/photo/2017_11_27/20c64620065d30b9f5293591c1995cb0_raw.jpg
21|Pale Ale - Citra,Pale Ale - American,5.2,0,3.5,3.78,https://untappd.s3.amazonaws.com/photo/2017_11_30/200588b84868c82efbc40f591318233d_raw.jpg
Nigredo,Schwarzbier,6.5,0,3.5,3.67,https://untappd.s3.amazonaws.com/photo/2017_11_30/06266f641230909cab50920e819ab663_raw.jpg
Même Cochon Plus,IPA - American,6.9,70,4.0,3.6,https://untappd.s3.amazonaws.com/photo/2017_12_01/990b7239877f04de5a08a88c891d6d2d_raw.jpg
Ragnagnarök,IPA - American,6.66,73,3.5,3.53,https://untappd.s3.amazonaws.com/photo/2017_12_01/c06431ba0ab170479a124455875e688c_raw.jpg
La Barbière,Pale Ale - American,6.5,0,3.5,3.6,https://untappd.s3.amazonaws.com/photo/2017_12_02/c9414fbc6ac334526cc6931b6f021178_raw.jpg
Hoppoil,IPA - Session / India Session Ale,3.7,0,3.25,3.63,https://untappd.s3.amazonaws.com/photo/2017_12_02/609b9d6f7c199e9f0cce3cca3d29086c_raw.jpg
Aurora Hoppyalis IPA,IPA - American,7.0,60,3.5,3.88,https://untappd.s3.amazonaws.com/photo/2017_12_02/6e8e415ffc207f36fb9c717382b992f9_raw.jpg
St-Louis Gueuze Fond Tradition,Lambic - Gueuze,5.0,0,4.0,3.73,https://untappd.s3.amazonaws.com/photo/2017_12_02/785662d8b56420337dbe30bef2e09dab_raw.jpg
Spaghetti Western,Stout - Imperial / Double Coffee,8.7,60,4.5,3.83,https://untappd.s3.amazonaws.com/photo/2017_12_02/54c9d2434e3508491f5adb0bab5a1907_raw.jpg
Sour Speck,Lichtenhainer,5.9,0,4.25,3.6,https://untappd.s3.amazonaws.com/photo/2017_12_02/a4881f067a2ed22a803d2738df696f82_raw.jpg
Affligem Blonde,Belgian Blonde,6.7,0,2.75,3.55,0
Columbus Goes North,Farmhouse Ale - Saison,8.6,35,4.0,3.53,0
BeerBrugna,Sour - Other,6.2,0,5.0,3.99,0
Hop Hunters Winter India Pale Lager,Lager - IPL (India Pale Lager),7.5,68,5.0,3.88,0
Hot Smokey Sanchez,Porter - Other,7.0,30,3.75,3.55,https://untappd.s3.amazonaws.com/photo/2017_12_03/39be4f55083c789ce38e1c21541ff272_raw.jpg
Crafty Dan 13 Guns,IPA - American,5.5,46,3.25,3.55,0
Petri Sidra Natural,Cider - Traditional,6.0,0,3.0,3.6,0
New England Style,IPA - New England,5.6,0,3.5,3.39,https://untappd.s3.amazonaws.com/photo/2017_12_15/8daad0386ff384ab155fb54b7455e62d_raw.jpg
Rauchbier,Rauchbier,5.7,0,3.5,3.21,https://untappd.s3.amazonaws.com/photo/2017_12_15/6b45dbc5227ddd128db257130d97bd60_raw.jpg
Divine Road,IPA - New England,4.0,25,3.75,3.48,0
IPA,IPA - American,6.2,52,4.0,3.73,0
Tripel Karmeliet,Belgian Tripel,8.4,16,5.0,4.0,https://untappd.s3.amazonaws.com/photo/2017_12_16/c83a9292de4f1ae0b29ab41a02cf517e_raw.jpg
Mikkie = in to Melon,IPA - American,6.0,25,3.75,3.32,https://untappd.s3.amazonaws.com/photo/2017_12_16/51e38556b312bbd951b63b1514cb96a1_raw.jpg
Gose With Raspberries,Sour - Fruited Gose,3.5,8,3.25,3.52,https://untappd.s3.amazonaws.com/photo/2017_12_16/e34bc725ff6fc46d46539380df86864c_raw.jpg
Brett Peat Daydream,Sour - Other,7.0,0,5.0,3.81,https://untappd.s3.amazonaws.com/photo/2017_12_16/6257c9f62c1e92f50005a7b1519659ad_raw.jpg
Gunslinger,IPA - American,6.4,80,4.0,3.77,https://untappd.s3.amazonaws.com/photo/2017_12_16/2245ddf98c377fb84ef6955127ea20eb_raw.jpg
Cerveza Sin Frontera (Cognac Barrel Aged),Sour - Other,7.8,0,4.5,4.02,https://untappd.s3.amazonaws.com/photo/2017_12_16/3d2d19d8a1fba46a3305fb937b4235a4_raw.jpg
Polyamorie,Sour - Fruited,5.0,15,2.75,3.46,https://untappd.s3.amazonaws.com/photo/2017_12_16/8b4b9ca8d6974cb4f4ce5523cf5457d0_raw.jpg
Mooie Nel IPA / Northsea IPA,IPA - American,6.5,70,4.0,3.64,https://untappd.s3.amazonaws.com/photo/2017_12_16/5043208dda7487132fd154e3f614c597_raw.jpg
Mama,Pale Ale - American,5.0,30,3.25,3.45,https://untappd.s3.amazonaws.com/photo/2017_12_16/ea8487f257d1d7b764922ec5ab52f679_raw.jpg
D.I.P.A.,IPA - Imperial / Double,9.0,0,3.75,3.69,https://untappd.s3.amazonaws.com/photo/2017_12_17/c4b5145cf8c6c863323e603ee5b89568_raw.jpg
Sea Lion's IPA,IPA - English,6.2,49,2.25,3.09,https://untappd.s3.amazonaws.com/photo/2017_12_17/866c2ef84b91885d8260e4042ff9eea8_raw.jpg
Cream Bee,Stout - Milk / Sweet,6.0,21,2.0,3.15,0
Hoppy Christmas,IPA - American,7.2,66,3.75,3.8,https://untappd.s3.amazonaws.com/photo/2017_12_17/0e5a20d8ab25488b397846a3e89574c7_raw.jpg
El Patron,IPA - Imperial / Double,8.2,65,3.5,3.85,0
Yakima Red,Red Ale - American Amber / Red,4.1,45,3.75,3.4,https://untappd.s3.amazonaws.com/photo/2017_12_18/c64cd497ad8b80b498b406677bca7fde_raw.jpg
Kornuit,Pilsner - Other,5.0,22,3.5,3.13,https://untappd.s3.amazonaws.com/photo/2017_12_18/bde68aa29f5f522ad7e56714f3146fbf_raw.jpg
Gulpener Ur-Hop,Lager - IPL (India Pale Lager),6.0,32,3.5,3.38,https://untappd.s3.amazonaws.com/photo/2017_12_20/a9b032b4a01b87ebd392c1c60e961fe6_raw.jpg
Jacobus Pale Ale (RPA),Pale Ale - International,5.5,45,3.5,3.47,https://untappd.s3.amazonaws.com/photo/2017_12_21/2745db36aa4331ca32b89a4f2b1c6aa4_raw.jpg
Petrus Aged Pale,Sour - Other,7.3,24,4.0,3.65,https://untappd.s3.amazonaws.com/photo/2017_12_29/2287286733194646dd197bf1fb785b3c_raw.jpg
Yperman,Pale Ale - Belgian,5.5,0,2.25,2.93,0
Pilsener,Pilsner - Other,5.1,21,2.25,3.61,https://untappd.s3.amazonaws.com/photo/2018_01_03/37a719c95fdd10b76d8c6715fed3773d_raw.jpg
Mannenliefde,Farmhouse Ale - Saison,6.0,25,2.75,3.46,0
Blood Orange Gose,Sour - Fruited Gose,4.2,12,4.0,3.71,https://untappd.s3.amazonaws.com/photo/2018_01_05/0fa302265ed91a36037d3f65e32f8b79_raw.jpg
Corsendonk Agnus Tripel / Abbey Pale Ale,Belgian Tripel,7.5,30,4.0,3.65,https://untappd.s3.amazonaws.com/photo/2018_01_06/f43192df424540bb5c0b064415fd9e2e_raw.jpg
Daemon #3 Nidhoggr - Imperial Brown Ale,Brown Ale - Imperial / Double,8.6,50,4.0,3.54,https://untappd.s3.amazonaws.com/photo/2018_01_06/d83d1b30f4736e01f3e2950657dbd303_raw.jpg
Session IPA,IPA - Session / India Session Ale,3.5,70,4.25,3.39,https://untappd.s3.amazonaws.com/photo/2018_01_07/8e5d6eab3ab5bc32921acbcfdd91e92d_raw.jpg
Karel,Gluten-Free,4.9,46,4.0,3.43,https://untappd.s3.amazonaws.com/photo/2018_01_07/511d130a6c4174fd81993b2f6d4cf371_raw.jpg
Jever Fun,Non-Alcoholic Beer,0.2,32,2.0,2.49,https://untappd.s3.amazonaws.com/photo/2018_01_07/923ffb0251adb769d474a3a9f00a3a83_raw.jpg
Harrie,Farmhouse Ale - Saison,6.1,53,3.25,3.3,https://untappd.s3.amazonaws.com/photo/2018_01_07/1106405aeb94c7940d5fffd704a8dbf4_raw.jpg
Leen,Barleywine - Other,10.7,58,4.75,3.64,https://untappd.s3.amazonaws.com/photo/2018_01_07/195654eb27c6a16b97cc62beab1ece37_raw.jpg
Gozer,Stout - Imperial / Double Oatmeal,9.8,46,3.75,3.67,https://untappd.s3.amazonaws.com/photo/2018_01_07/29fb2430818b3b3b31b4a75b70adf407_raw.jpg
Hemel & Aarde,Smoked Beer,10.0,108,4.75,3.81,https://untappd.s3.amazonaws.com/photo/2018_01_07/4be97d621b070bf2d9d475c2513a4ddd_raw.jpg
Haandgranat,IPA - Imperial / Double,9.0,60,4.0,3.46,https://untappd.s3.amazonaws.com/photo/2018_01_07/26fa1d2692e448cc34fb19da24e631ef_raw.jpg
Alfa Ongefilterd Puur,Kellerbier / Zwickelbier,5.0,0,2.25,3.3,https://untappd.s3.amazonaws.com/photo/2018_01_12/cdf67e1915991cc0475f8187716e79b1_raw.jpg
Rosso,Red Ale - American Amber / Red,5.6,0,2.5,3.27,0
Vuur & Vlam,IPA - American,6.2,63,4.25,3.61,https://untappd.s3.amazonaws.com/photo/2018_01_14/e1e3ae5ce57ef476c7f60103001ee0fd_raw.jpg
Hopfather,IPA - Session / India Session Ale,4.9,0,3.75,3.58,https://untappd.s3.amazonaws.com/photo/2018_01_14/40af55f94c7b79c2fba09e3e07b62a88_raw.jpg
Übersee Hopfen,IPA - International,5.6,60,4.0,3.33,https://untappd.s3.amazonaws.com/photo/2018_01_14/405dd105e9174083f71adbdcd682a3bf_raw.jpg
Skuumkoppe,Dunkelweizen,6.0,16,3.5,3.62,https://untappd.s3.amazonaws.com/photos/2018_01_17/29bc19485835276139cc73d98d3e229b_raw.jpg
ReLOAD,IPA - American,7.6,0,3.75,3.71,0
Go West! IPA,IPA - American,6.7,75,3.5,3.56,https://untappd.s3.amazonaws.com/photos/2018_01_23/874fb3029681e5d1fe7b17909bfedf1c_raw.jpg
Hop Zij Met Ons,Gluten-Free,6.0,65,3.75,3.56,https://untappd.s3.amazonaws.com/photos/2018_01_24/eae4969ffb4b0a6f44682daf4b1ceb52_raw.jpg
Gulpener Ur-Weizen,Hefeweizen,5.3,0,3.0,3.43,https://untappd.s3.amazonaws.com/photos/2018_01_27/3aa82ac516978e716c956e45c10c0383_raw.jpg
Tripel Karmeliet,Belgian Tripel,8.4,16,5.0,4.0,https://untappd.s3.amazonaws.com/photos/2018_01_28/78a463aad092595620d217bf1ab2a4ea_raw.jpg
I.P.A.,IPA - English,6.5,0,1.75,3.46,https://untappd.s3.amazonaws.com/photos/2018_01_28/9b9bd10169d82bf3c11d1098bf15b5c2_raw.jpg
Kaper,IPA - American,6.4,44,3.0,3.41,https://untappd.s3.amazonaws.com/photos/2018_01_28/8b7813bff9a2559192b380789d09d543_raw.jpg
Palm Spéciale,Pale Ale - Belgian,5.2,18,3.5,3.35,https://untappd.s3.amazonaws.com/photos/2018_01_28/0aa7423540c720b016e9439027bbaeb8_raw.jpg
312 Urban Wheat Ale,Wheat Beer - American Pale Wheat,4.2,18,2.75,3.43,0
Double IPA,IPA - Imperial / Double,8.0,80,3.5,4.14,https://untappd.s3.amazonaws.com/photos/2018_01_30/81780c6bc9e141ec857ccb9ecf998d22_raw.jpg
Maduro Brown Ale,Brown Ale - English,5.5,25,4.25,3.78,0
Amarillo / Storm & Bliksem,IPA - Imperial / Double,9.3,60,4.0,3.74,https://untappd.s3.amazonaws.com/photos/2018_01_31/bc6c0e2265253bd2635850805a869db1_raw.jpg
IPA,IPA - Belgian,6.5,60,3.75,3.59,https://untappd.s3.amazonaws.com/photos/2018_01_31/484f112c1d0b77443c67cdc6c1ad34dc_raw.jpg
Lagunitas Sucks,IPA - Imperial / Double,8.0,63,3.5,3.97,https://untappd.s3.amazonaws.com/photos/2018_01_31/9a4e94a3d18610d0d228ffbe1f40e347_raw.jpg
Straffe Hendrik Brugs Tripel Bier 9°,Belgian Tripel,9.0,35,3.5,3.78,https://untappd.s3.amazonaws.com/photos/2018_01_31/28f16a3579dfbaa4b5c8923f26d1aafa_raw.jpg
Alfa Edel Pils,Pilsner - Other,5.0,23,2.0,3.25,https://untappd.s3.amazonaws.com/photos/2018_02_01/86cb485fc083420649d5f4ddbf616b9b_raw.jpg
Life's a Beach,IPA - Session / India Session Ale,3.3,50,4.25,3.41,https://untappd.s3.amazonaws.com/photos/2018_02_03/fd57333b14427f380f5c801c8c0a1517_raw.jpg
Lost In Spice,Spiced / Herbed Beer,5.2,18,1.75,3.24,https://untappd.s3.amazonaws.com/photos/2018_02_03/69b4ffabe763dea2459c2b9070668711_raw.jpg
Hanalei Island IPA,IPA - Session / India Session Ale,4.5,40,2.0,3.57,https://untappd.s3.amazonaws.com/photos/2018_02_03/62b15bfaf957e04283fa8d728aa79565_raw.jpg
IJwit,Wheat Beer - Witbier,6.5,18,2.75,3.68,https://untappd.s3.amazonaws.com/photos/2018_02_03/073b2c793313b01284acf02857acd7f9_raw.jpg
Krachtig Kanon,Lager - Strong,11.6,30,0.75,3.28,https://untappd.s3.amazonaws.com/photos/2018_02_03/585ccef94ec4d52e8acec2677cca877f_raw.jpg
American Brown Ale,Brown Ale - American,5.8,35,4.0,3.32,https://untappd.s3.amazonaws.com/photos/2018_02_03/05bdd5027d96b484e5ebbde7df73f666_raw.jpg
Lupuloid,IPA - American,6.7,65,4.5,3.85,https://untappd.s3.amazonaws.com/photos/2018_02_03/7ca278490270ffe7e3043a082a76a6fb_raw.jpg
Joey Greenhorn Restless IPA,IPA - American,6.0,60,3.75,3.51,https://untappd.s3.amazonaws.com/photos/2018_02_04/82e519fe3a8787393832e706a6187e6c_raw.jpg
Zodiak,IPA - American,6.2,65,4.25,3.79,https://untappd.s3.amazonaws.com/photos/2018_02_04/50cef8974519ea3a181e1da75347565a_raw.jpg
Kompaan 45 Vrijbuiter,Porter - Imperial / Double,7.1,35,3.75,3.45,0
Kompaan 39 Bloedbroeder,Stout - Imperial / Double,9.1,62,3.75,3.48,0
Tommy Double-Barrel,Strong Ale - English,11.5,0,4.25,3.77,https://untappd.s3.amazonaws.com/photos/2018_02_04/325e743032593cb3bf6a0a376fe79af8_raw.jpg
Boris the Butcher,Porter - Baltic,9.5,22,4.25,3.7,https://untappd.s3.amazonaws.com/photos/2018_02_04/e8aff2c186da8b97423b6956dc71c885_raw.jpg
Kompaan 39 Bloedbroeder,Stout - Imperial / Double,9.1,62,4.25,3.48,https://untappd.s3.amazonaws.com/photos/2018_02_07/c64b6082bf16485acc4de766f4639f8a_raw.jpg
Colonial Hipster,IPA - American,6.6,0,4.25,3.76,https://untappd.s3.amazonaws.com/photos/2018_02_10/7c7b45687dcf21322c9f7d5a71ba911d_raw.jpg
Hip Hops,IPA - American,6.0,65,4.0,3.69,0
Hop & Liefde / Pale Ale Citra,Pale Ale - American,4.8,57,3.75,3.55,0
Hamer & Sikkel,Porter - English,5.2,33,4.25,3.47,https://untappd.s3.amazonaws.com/photos/2018_02_10/b25c1b835d44dd0e739c72a01ea017e3_raw.jpg
Quirks & Quinine,Farmhouse Ale - Saison,8.0,17,3.5,3.36,https://untappd.s3.amazonaws.com/photos/2018_02_10/dd7d4743dc4ed765f5d17bc1e1dd31d5_raw.jpg
Vuur & Vlam,IPA - American,6.2,63,4.25,3.61,https://untappd.s3.amazonaws.com/photos/2018_02_10/1f1cdb2a276da64b6593995ef43eed58_raw.jpg
Hel & Verdoemenis,Stout - Russian Imperial,10.0,102,4.5,3.94,https://untappd.s3.amazonaws.com/photos/2018_02_10/00c0a414323a2924fbfc8d0354ab8c69_raw.jpg
Hibiscus Mordvic (BBF 2017),Lambic - Traditional,5.0,0,3.75,3.43,https://untappd.s3.amazonaws.com/photos/2018_02_10/50c31a0af5f568f8fb797d84b5a36738_raw.jpg
Not Guilty! The Juice IPA,IPA - International,7.5,65,3.5,3.76,https://untappd.s3.amazonaws.com/photos/2018_02_10/300c1744a6ddb13e3b2babfe83e09ea1_raw.jpg
La Trappe Tripel,Belgian Tripel,8.0,27,3.5,3.77,https://untappd.s3.amazonaws.com/photos/2018_02_10/c1ca77da24e266de54a7aa92c4ec3e87_raw.jpg
Sour Suzy,Sour - Berliner Weisse,4.0,8,3.0,3.17,https://untappd.s3.amazonaws.com/photos/2018_02_10/2125fccd9b436b3d9bccafc731ca8992_raw.jpg
The Calling,IPA - Imperial / Double,8.5,75,3.75,3.91,https://untappd.s3.amazonaws.com/photos/2018_02_11/af9d466414fc56e6671d012977e80b52_raw.jpg
Seef Bier,Belgian Blonde,6.5,17,3.0,3.52,https://untappd.s3.amazonaws.com/photos/2018_02_11/3b76f8c1a70712ecc00fd9ad0fb0c3b2_raw.jpg
Thierry Sauvage Saison Étrangère,Farmhouse Ale - Saison,4.8,18,3.25,3.31,https://untappd.s3.amazonaws.com/photos/2018_02_11/49ac0509aa0c9b074207f0b4a72292ca_raw.jpg
Val-Dieu Blonde,Belgian Blonde,6.0,18,3.5,3.43,https://untappd.s3.amazonaws.com/photos/2018_02_11/d29719289f24b37ccec09c97ea7416c4_raw.jpg
Jai Alai,IPA - American,7.5,70,4.25,3.95,0
Petite Sour Raspberry,American Wild Ale,4.5,0,4.0,4.04,https://untappd.s3.amazonaws.com/photos/2018_02_13/d3945e13c59e8fccf71cf5a9009374f5_raw.jpg
Resin,IPA - Imperial / Double,9.1,103,4.25,3.97,https://untappd.s3.amazonaws.com/photos/2018_02_14/6f2adbb362c05d237a39f368d6450b79_raw.jpg
Brugse Zot,Belgian Blonde,6.0,23,3.25,3.68,https://untappd.s3.amazonaws.com/photos/2018_02_14/dda248959856ba7e32e98ad47faeacc4_raw.jpg
Datisandere Koekoek,Farmhouse Ale - Saison,5.6,30,3.75,3.46,https://untappd.s3.amazonaws.com/photos/2018_02_16/6a0dfff23f7553156e9f63f9461998d7_raw.jpg
Gollem's Precious IPA,IPA - Belgian,5.9,52,3.25,3.64,https://untappd.s3.amazonaws.com/photos/2018_02_17/673b7f81f13d2b36334e133a4c6fe617_raw.jpg
Winbic,Sour - Other,6.0,0,3.0,3.67,0
Oude Gueuze,Lambic - Gueuze,6.0,15,4.5,4.01,https://untappd.s3.amazonaws.com/photos/2018_02_17/53db55b88e5cae323450578b38d1ec2c_raw.jpg
Cristal,Pilsner - Other,5.0,28,2.0,2.98,https://untappd.s3.amazonaws.com/photos/2018_02_17/c03d12f317b6ddc354b4e04917e97a27_raw.jpg
Ename Tripel,Belgian Tripel,8.5,0,4.0,3.55,https://untappd.s3.amazonaws.com/photos/2018_02_17/2989b90390b6f37e477c5f31602ff382_raw.jpg
Kriek Boon (2015),Lambic - Kriek,4.0,0,3.5,3.61,https://untappd.s3.amazonaws.com/photos/2018_02_18/2382cf373a8babbc9b2b5f5a604bfed1_raw.jpg
Oude Geuze Boon (2014-2015),Lambic - Gueuze,7.0,0,4.0,3.86,https://untappd.s3.amazonaws.com/photos/2018_02_18/60eca58cee927f8774bfa248341abd55_raw.jpg
Kriek Brut (2015),Sour - Fruited,6.0,0,3.5,3.74,https://untappd.s3.amazonaws.com/photos/2018_02_18/8bba8f28dd1633ed213094b22a5490bc_raw.jpg
Roman Pils,Pilsner - Other,5.0,0,2.75,2.73,https://untappd.s3.amazonaws.com/photos/2018_02_18/bdda96e76e32079b70505cd67ca6a062_raw.jpg
Gijtlijster,IPA - Black / Cascadian Dark Ale,6.4,46,4.0,3.52,https://untappd.s3.amazonaws.com/photos/2018_02_20/56c97e7f2232dc725673cb4e569b1ad1_raw.jpg
Adriaan Wit,Wheat Beer - Witbier,5.0,12,3.0,3.45,https://untappd.s3.amazonaws.com/photos/2018_02_20/77c07d0425e60c5624fe9da0612e7928_raw.jpg
Tripel,Belgian Tripel,8.5,20,3.5,3.58,https://untappd.s3.amazonaws.com/photos/2018_02_21/135f63bda1d5cf4208fab98837c3e201_raw.jpg
Duvel Tripel Hop Citra,Belgian Strong Golden Ale,9.5,40,3.5,3.71,https://untappd.s3.amazonaws.com/photos/2018_02_25/2a10e9fe6fa0700500fe8b0c13733169_raw.jpg
Westmalle Trappist Tripel,Belgian Tripel,9.5,36,4.5,3.84,https://untappd.s3.amazonaws.com/photos/2018_02_25/f63b3e4b9054ce8429f37cf8c47234fc_raw.jpg
Bomschuit,IPA - English,5.5,0,3.25,3.18,0
Hoegaarden Grand Cru,Belgian Strong Golden Ale,8.5,0,3.75,3.67,https://untappd.s3.amazonaws.com/photos/2018_02_28/aa13284438c1b9301a9cf02a220ac4d7_raw.jpg
Gouden Carolus Classic,Belgian Strong Dark Ale,8.5,25,3.75,3.76,https://untappd.s3.amazonaws.com/photos/2018_03_01/807790aab5e9bd2cf85d25362041dfd3_raw.jpg
Trinitas Tripel,Belgian Tripel,9.0,45,3.5,3.63,https://untappd.s3.amazonaws.com/photos/2018_03_03/dc14ac106ad9ea6c1098c0cba6d35b1b_raw.jpg
Op & Top,Blonde Ale,4.5,38,3.5,3.44,https://untappd.s3.amazonaws.com/photos/2018_03_03/097a1540e9e57c1fe6de45cd448764d6_raw.jpg
Seven Hops Double Pale Ale,Pale Ale - International,7.0,35,3.5,3.59,https://untappd.s3.amazonaws.com/photos/2018_03_03/0385e131d0707d9ff451cf4d63febd32_raw.jpg
Bammetjes Bier,Hefeweizen,4.5,0,4.25,3.13,https://untappd.s3.amazonaws.com/photos/2018_03_03/19f48002d1730ae710cbdce734112f25_raw.jpg
Parbo Bier,Pilsner - Other,5.0,0,2.5,2.91,https://untappd.s3.amazonaws.com/photos/2018_03_09/1ca11af19e3995d9891636e0e26e8cd3_raw.jpg
Mango Milkshake IPA,IPA - Milkshake,6.25,80,4.0,3.57,https://untappd.s3.amazonaws.com/photos/2018_03_09/f5037ca8aec88da99ea8ddb15fdf95a7_raw.jpg
Witte Lambic,Lambic - Traditional,5.5,0,2.75,3.43,https://untappd.s3.amazonaws.com/photos/2018_03_10/ca53e91976810fc2b4a6901541bfb1fc_raw.jpg
Tongerlo LUX,Belgian Blonde,6.0,20,3.0,3.52,https://untappd.s3.amazonaws.com/photos/2018_03_10/06d9eaa76e11651f3cd37a92dbc7391b_raw.jpg
IPA,IPA - American,0.0,0,3.5,3.61,https://untappd.s3.amazonaws.com/photos/2018_03_10/9bc97f0c3c0aa047971efe7445fdce52_raw.jpg
Oude Gueuze Tilquin à l'Ancienne (2016-2017),Lambic - Gueuze,6.4,0,3.75,4.24,https://untappd.s3.amazonaws.com/photos/2018_03_10/69261faffd328728febf3d6632867c62_raw.jpg
Broeder Jacob Tripel,Belgian Tripel,7.5,0,3.5,3.51,https://untappd.s3.amazonaws.com/photos/2018_03_22/d226480df91921bc6ff4499defb5a314_raw.jpg
Bomschuit,IPA - English,5.5,0,2.75,3.18,https://untappd.s3.amazonaws.com/photos/2018_03_23/92ee10c03c23935a3cd09328410d10aa_raw.jpg
Kriek Brut,Fruit Beer,6.0,0,4.0,3.75,https://untappd.s3.amazonaws.com/photos/2018_03_24/19c479b12cceabaf1e3ec7ebfad71fb6_raw.jpg
Workbench IPA - Fourth Draft,IPA - American,5.5,0,4.0,3.63,https://untappd.s3.amazonaws.com/photos/2018_03_24/72e9ebdba7858cb0d67c78ea9bee2bad_raw.jpg
Ich Bin Ein Berryliner,Sour - Fruited Berliner Weisse,3.8,0,3.5,3.42,https://untappd.s3.amazonaws.com/photos/2018_03_24/985ca62bd73da09f9b6a2b6e46fbf845_raw.jpg
Group Therapy,IPA - Session / India Session Ale,4.5,0,4.5,3.7,https://untappd.s3.amazonaws.com/photos/2018_03_29/0df45b62e9715259e5ec53b25053c3b9_raw.jpg
